"area" "region" "zone" "meters" "direction" "con" "floor" "year" "school" "subway" "tax" "num" "price" "meters_cg" "year_cg" "num_cg" "price_cg"
"朝阳" "中海城北区" "2室2厅" 98 "南北" "成寿寺二手房" "高楼层" 2004 "无学区" "有地铁" "满五年唯一" 440 44625 "50~100" "00~05" "4~5" "4~5万"
"丰台" "恋日花都" "2室1厅" 87 "西北" "草桥二手房" "中楼层" 2004 "无学区" "有地铁" "满五年唯一" 360 41101 "50~100" "00~05" "3~4" "4~5万"
"通州" "博客园" "2室1厅" 99 "南北" "乔庄二手房" "中楼层" 2006 "无学区" "有地铁" "满五年唯一" 260 26032 "50~100" "05~10" "2~3" "2~3万"
"东城" "东方银座" "2室1厅" 113 "南西" "东直门二手房" "中楼层" 2003 "无学区" "有地铁" "非免税" 492 43475 "100~150" "00~05" "4~5" "4~5万"
"东城" "幸福家园三期" "3室2厅" 128 "南西" "广渠门二手房" "低楼层" 2004 "有学区" "有地铁" "满五年唯一" 770 60157 "100~150" "00~05" "7~8" "6~7万"
"昌平" "森林大第" "3室2厅" 140 "东南北" "西三旗二手房" "中楼层" 2002 "无学区" "无地铁" "满五年唯一" 400 28414 "100~150" "00~05" "3~4" "2~3万"
"朝阳" "懿品阁" "2室1厅" 83 "东南" "南沙滩二手房" "低楼层" 2006 "无学区" "无地铁" "满五年唯一" 420 50493 "50~100" "05~10" "4~5" "5~6万"
"朝阳" "晨光家园" "3室2厅" 97 "南北" "石佛营二手房" "中楼层" 2000 "无学区" "有地铁" "满五年唯一" 365 37614 "50~100" "00~05" "3~4" "3~4万"
"丰台" "威尔夏大道" "2室2厅" 106 "南" "太平桥二手房" "中楼层" 2008 "无学区" "有地铁" "满五年唯一" 560 52672 "100~150" "05~10" "5~6" "5~6万"
"朝阳" "卧龙小区" "2室1厅" 78 "南北" "亚运村二手房" "低楼层" 1996 "无学区" "有地铁" "满五年唯一" 385 48834 "50~100" "95~00" "3~4" "4~5万"
"朝阳" "亚运花园" "3室2厅" 143 "西北" "亚运村小营二手房" "中楼层" 1996 "有学区" "无地铁" "满五年唯一" 500 34822 "100~150" "95~00" "4~5" "3~4万"
"海淀" "迈豪时代" "3室2厅" 127 "东西北" "西直门二手房" "中楼层" 2000 "有学区" "有地铁" "满五年唯一" 600 47245 "100~150" "00~05" "5~6" "4~5万"
"海淀" "怡清园" "3室2厅" 142 "西南" "清河二手房" "低楼层" 2003 "有学区" "有地铁" "满五年唯一" 475 33397 "100~150" "00~05" "4~5" "3~4万"
"丰台" "西马金润一区" "2室1厅" 74 "南北" "马家堡二手房" "高楼层" 2000 "无学区" "有地铁" "满五年唯一" 237 31984 "50~100" "00~05" "2~3" "3~4万"
"朝阳" "绿岛苑西区" "2室1厅" 84 "西南" "定福庄二手房" "中楼层" 1998 "有学区" "无地铁" "满五年唯一" 218 25953 "50~100" "95~00" "2~3" "2~3万"
"朝阳" "南十里居" "1室1厅" 49 "南" "朝阳公园二手房" "高楼层" 1994 "无学区" "无地铁" "满五年唯一" 158 32088 "0~50" "90~95" "1~2" "3~4万"
"东城" "新怡家园" "3室2厅" 148 "南西北" "崇文门二手房" "中楼层" 2008 "无学区" "有地铁" "满五年唯一" 1280 86080 "100~150" "05~10" ">10" "8~9万"
"通州" "京贸国际公寓" "2室1厅" 96 "东南" "通州北苑二手房" "中楼层" 2004 "无学区" "无地铁" "满五年唯一" 245 25292 "50~100" "00~05" "2~3" "2~3万"
"丰台" "珠江峰景" "3室2厅" 120 "南西" "岳各庄二手房" "低楼层" 2007 "无学区" "无地铁" "满五年唯一" 435 36250 "100~150" "05~10" "4~5" "3~4万"
"石景山" "古城南路" "2室0厅" 50 "南" "古城二手房" "高楼层" 1981 "无学区" "有地铁" "满五年唯一" 150 29941 "0~50" "<1990" "1~2" "2~3万"
"东城" "水上华城" "2室2厅" 117 "东西" "广渠门二手房" "中楼层" 2004 "有学区" "有地铁" "满五年唯一" 702 59995 "100~150" "00~05" "7~8" "5~6万"
"丰台" "风景club" "2室1厅" 117 "东南" "草桥二手房" "低楼层" 2007 "无学区" "有地铁" "满五年唯一" 465 39744 "100~150" "05~10" "4~5" "3~4万"
"丰台" "金泰城丽湾" "1室1厅" 61 "东北" "菜户营二手房" "中楼层" 2008 "无学区" "有地铁" "满五年唯一" 300 49181 "50~100" "05~10" "2~3" "4~5万"
"大兴" "郁花园二里" "3室1厅" 84 "南北" "黄村北二手房" "中楼层" 1998 "无学区" "有地铁" "满五年唯一" 255 30029 "50~100" "95~00" "2~3" "3~4万"
"丰台" "玉林里小区" "2室1厅" 51 "南" "右安门外二手房" "低楼层" 1991 "无学区" "有地铁" "满五年唯一" 230 44861 "50~100" "90~95" "2~3" "4~5万"
"东城" "保利蔷薇" "1室1厅" 67 "西" "广渠门二手房" "高楼层" 2007 "有学区" "有地铁" "满五年唯一" 420 62687 "50~100" "05~10" "4~5" "6~7万"
"丰台" "东大街西里" "3室1厅" 69 "南北" "七里庄二手房" "中楼层" 1991 "无学区" "有地铁" "满五年唯一" 240 34335 "50~100" "90~95" "2~3" "3~4万"
"东城" "水上华城" "3室2厅" 145 "东西" "广渠门二手房" "中楼层" 2004 "有学区" "无地铁" "满五年唯一" 820 56327 "100~150" "00~05" "8~9" "5~6万"
"朝阳" "珠江帝景博悦" "3室2厅" 161 "南北" "大望路二手房" "中楼层" 2005 "无学区" "有地铁" "满五年唯一" 900 55621 "150~200" "05~10" "8~9" "5~6万"
"海淀" "富润家园" "2室2厅" 94 "西" "二里庄二手房" "中楼层" 2001 "无学区" "有地铁" "满五年唯一" 466 49334 "50~100" "00~05" "4~5" "4~5万"
"海淀" "科普出版社" "2室1厅" 60 "南北" "魏公村二手房" "高楼层" 1990 "有学区" "有地铁" "满五年唯一" 350 58334 "50~100" "90~95" "3~4" "5~6万"
"亦庄" "天宝家园" "2室1厅" 70 "南北" "亦庄二手房" "高楼层" 2001 "无学区" "无地铁" "满五年唯一" 205 28984 "50~100" "00~05" "2~3" "2~3万"
"朝阳" "八里庄北里小区" "2室1厅" 60 "南北" "石佛营二手房" "中楼层" 1993 "无学区" "有地铁" "满五年唯一" 225 37117 "50~100" "90~95" "2~3" "3~4万"
"大兴" "菊源南里" "2室1厅" 86 "南北" "旧宫二手房" "低楼层" 2002 "无学区" "有地铁" "满五年唯一" 262 30290 "50~100" "00~05" "2~3" "3~4万"
"东城" "青年湖北里" "2室1厅" 56 "南北" "安定门二手房" "高楼层" 1985 "有学区" "有地铁" "非免税" 290 51201 "50~100" "<1990" "2~3" "5~6万"
"朝阳" "世纪村东区" "2室1厅" 73 "西南" "亚运村小营二手房" "低楼层" 1996 "有学区" "有地铁" "非免税" 320 43408 "50~100" "95~00" "3~4" "4~5万"
"海淀" "紫金庄园" "2室1厅" 66 "西北" "苏州桥二手房" "低楼层" 1998 "无学区" "无地铁" "非免税" 293 43791 "50~100" "95~00" "2~3" "4~5万"
"丰台" "家和园" "2室1厅" 110 "东西" "北京南站二手房" "低楼层" 2007 "无学区" "无地铁" "满五年唯一" 450 40910 "100~150" "05~10" "4~5" "4~5万"
"丰台" "开阳里八区" "2室1厅" 105 "南西北" "北京南站二手房" "中楼层" 2002 "无学区" "有地铁" "满五年唯一" 470 44635 "100~150" "00~05" "4~5" "4~5万"
"大兴" "保利茉莉公馆" "2室2厅" 90 "南" "黄村北二手房" "高楼层" 2010 "无学区" "有地铁" "非免税" 305 33889 "50~100" "10~15" "3~4" "3~4万"
"海淀" "柳林馆" "3室1厅" 72 "西北" "公主坟二手房" "高楼层" 1993 "有学区" "有地铁" "非免税" 390 54167 "50~100" "90~95" "3~4" "5~6万"
"朝阳" "农丰里" "3室1厅" 84 "南西北" "东大桥二手房" "低楼层" 1988 "有学区" "有地铁" "非免税" 499 59405 "50~100" "<1990" "4~5" "5~6万"
"石景山" "古城路小区" "2室1厅" 48 "南北" "古城二手房" "中楼层" 1980 "无学区" "有地铁" "非免税" 144 29472 "0~50" "<1990" "1~2" "2~3万"
"海淀" "宝盛里" "3室1厅" 82 "南北" "清河二手房" "中楼层" 2000 "有学区" "无地铁" "非免税" 333 40315 "50~100" "00~05" "3~4" "4~5万"
"朝阳" "曙光里" "2室1厅" 86 "南北" "三元桥二手房" "中楼层" 1998 "无学区" "有地铁" "非免税" 330 38341 "50~100" "95~00" "3~4" "3~4万"
"朝阳" "水碓子东路" "2室1厅" 55 "南" "甜水园二手房" "高楼层" 1985 "无学区" "有地铁" "非免税" 225 40505 "50~100" "<1990" "2~3" "4~5万"
"朝阳" "外馆东街50号院" "2室1厅" 50 "南" "安定门二手房" "低楼层" 1986 "有学区" "有地铁" "非免税" 290 57529 "0~50" "<1990" "2~3" "5~6万"
"朝阳" "望京花园西区" "3室2厅" 100 "南西" "望京二手房" "低楼层" 2000 "无学区" "有地铁" "非免税" 435 43332 "50~100" "00~05" "4~5" "4~5万"
"丰台" "珠江骏景北区" "2室1厅" 61 "西南" "西罗园二手房" "低楼层" 2004 "无学区" "有地铁" "非免税" 213 34759 "50~100" "00~05" "2~3" "3~4万"
"海淀" "烟树园" "1室1厅" 63 "西" "世纪城二手房" "中楼层" 2002 "有学区" "有地铁" "非免税" 400 63192 "50~100" "00~05" "3~4" "6~7万"
"东城" "华龙美晟" "2室1厅" 92 "西" "永定门二手房" "低楼层" 2009 "无学区" "有地铁" "非免税" 335 36358 "50~100" "05~10" "3~4" "3~4万"
"东城" "和平里六区" "2室1厅" 67 "南" "和平里二手房" "高楼层" 1994 "有学区" "有地铁" "非免税" 380 56214 "50~100" "90~95" "3~4" "5~6万"
"西城" "六铺炕二区" "2室1厅" 65 "东北" "六铺炕二手房" "中楼层" 1994 "有学区" "有地铁" "非免税" 520 78908 "50~100" "90~95" "5~6" "7~8万"
"朝阳" "华贸城" "1室1厅" 53 "西" "北苑二手房" "高楼层" 2009 "有学区" "无地铁" "非免税" 255 48114 "50~100" "05~10" "2~3" "4~5万"
"朝阳" "高家园三区" "2室1厅" 60 "西南" "酒仙桥二手房" "中楼层" 1986 "无学区" "有地铁" "非免税" 216 35486 "50~100" "<1990" "2~3" "3~4万"
"丰台" "长安新城一区" "2室2厅" 116 "南" "青塔二手房" "中楼层" 2004 "无学区" "无地铁" "非免税" 400 34483 "100~150" "00~05" "3~4" "3~4万"
"海淀" "翠微南里" "1室1厅" 40 "南" "公主坟二手房" "高楼层" 1989 "有学区" "有地铁" "非免税" 248 61084 "0~50" "<1990" "2~3" "6~7万"
"海淀" "太月园" "2室1厅" 92 "南" "知春路二手房" "高楼层" 1996 "有学区" "有地铁" "非免税" 483 52387 "50~100" "95~00" "4~5" "5~6万"
"海淀" "安宁里" "2室1厅" 69 "东南西" "安宁庄二手房" "高楼层" 1998 "无学区" "无地铁" "非免税" 262 37972 "50~100" "95~00" "2~3" "3~4万"
"丰台" "庄维多摩市三期" "2室1厅" 85 "西南" "七里庄二手房" "低楼层" 2007 "无学区" "有地铁" "满五年唯一" 320 37366 "50~100" "05~10" "3~4" "3~4万"
"大兴" "鸿坤理想城大满贯" "1室0厅" 68 "西" "西红门二手房" "低楼层" 2010 "无学区" "无地铁" "非免税" 168 24706 "50~100" "10~15" "1~2" "2~3万"
"东城" "保利蔷薇" "2室1厅" 88 "西南" "广渠门二手房" "低楼层" 2004 "有学区" "有地铁" "满五年唯一" 470 52952 "50~100" "00~05" "4~5" "5~6万"
"顺义" "吉祥花园" "2室1厅" 81 "南北" "后沙峪二手房" "中楼层" 2006 "无学区" "无地铁" "满五年唯一" 230 28208 "50~100" "05~10" "2~3" "2~3万"
"海淀" "宝盛里" "2室1厅" 72 "南北" "清河二手房" "低楼层" 1998 "有学区" "无地铁" "非免税" 340 47223 "50~100" "95~00" "3~4" "4~5万"
"亦庄" "星岛嘉园" "2室2厅" 121 "南北" "亦庄二手房" "中楼层" 2001 "无学区" "有地铁" "非免税" 340 28100 "100~150" "00~05" "3~4" "2~3万"
"昌平" "永安里小区" "2室1厅" 65 "东西" "鼓楼大街二手房" "高楼层" 1990 "无学区" "无地铁" "非免税" 117 18000 "50~100" "90~95" "1~2" "1~2万"
"海淀" "新起点嘉园" "3室2厅" 228 "南" "苏州桥二手房" "中楼层" 2001 "有学区" "无地铁" "非免税" 880 38506 ">200" "00~05" "8~9" "3~4万"
"昌平" "天通苑北三区" "2室1厅" 95 "南北" "天通苑二手房" "高楼层" 2002 "无学区" "无地铁" "满五年唯一" 218 22936 "50~100" "00~05" "2~3" "2~3万"
"昌平" "蓝郡国际花园" "2室2厅" 108 "南北" "西关环岛二手房" "高楼层" 2012 "无学区" "有地铁" "非免税" 265 24538 "100~150" "10~15" "2~3" "2~3万"
"朝阳" "乐成国际" "2室1厅" 107 "南北东" "双井二手房" "高楼层" 2005 "无学区" "有地铁" "非免税" 650 60680 "100~150" "05~10" "6~7" "6~7万"
"房山" "北潞春家园" "3室2厅" 106 "南北" "良乡二手房" "低楼层" 2003 "无学区" "无地铁" "满五年唯一" 165 15469 "100~150" "00~05" "1~2" "1~2万"
"海淀" "皂君庙甲16号院" "2室1厅" 91 "南西" "皂君庙二手房" "高楼层" 1988 "有学区" "无地铁" "非免税" 500 54946 "50~100" "<1990" "4~5" "5~6万"
"房山" "长阳半岛4号院" "3室1厅" 96 "南北" "长阳二手房" "高楼层" 2012 "无学区" "无地铁" "非免税" 270 28125 "50~100" "10~15" "2~3" "2~3万"
"朝阳" "望京西园一区" "1室1厅" 60 "南" "望京二手房" "中楼层" 1997 "有学区" "有地铁" "满五年唯一" 255 41914 "50~100" "95~00" "2~3" "4~5万"
"亦庄" "瀛景园" "2室2厅" 94 "南北" "亦庄二手房" "中楼层" 2003 "无学区" "无地铁" "非免税" 255 27128 "50~100" "00~05" "2~3" "2~3万"
"昌平" "天鑫家园" "2室1厅" 63 "东南北" "霍营二手房" "高楼层" 2003 "无学区" "无地铁" "非免税" 200 31651 "50~100" "00~05" "1~2" "3~4万"
"丰台" "东木樨园" "1室1厅" 49 "南" "木樨园二手房" "低楼层" 1995 "无学区" "有地铁" "非免税" 156 31644 "0~50" "95~00" "1~2" "3~4万"
"大兴" "云龙家园" "3室1厅" 113 "南北" "旧宫二手房" "高楼层" 2005 "无学区" "无地铁" "非免税" 262 23186 "100~150" "05~10" "2~3" "2~3万"
"燕郊" "美林新东城" "2室2厅" 63 "南北" "燕郊城区二手房" "高楼层" 2005 "无学区" "无地铁" "非免税" 97 15397 "50~100" "05~10" "0~1" "1~2万"
"东城" "领行国际" "2室1厅" 123 "南北" "广渠门二手房" "高楼层" 2004 "有学区" "有地铁" "满五年唯一" 565 45772 "100~150" "00~05" "5~6" "4~5万"
"朝阳" "康家园" "1室1厅" 43 "南" "甘露园二手房" "低楼层" 1996 "无学区" "无地铁" "非免税" 150 34884 "0~50" "95~00" "1~2" "3~4万"
"海淀" "阳光北里" "3室1厅" 104 "东南" "安宁庄二手房" "高楼层" 1998 "无学区" "无地铁" "满五年唯一" 400 38462 "100~150" "95~00" "3~4" "3~4万"
"西城" "东经路6号院" "3室1厅" 125 "南北" "陶然亭二手房" "高楼层" 1998 "有学区" "无地铁" "非免税" 590 46844 "100~150" "95~00" "5~6" "4~5万"
"朝阳" "芍药居北里" "2室1厅" 107 "东西" "芍药居二手房" "低楼层" 2008 "无学区" "无地铁" "满五年唯一" 410 38147 "100~150" "05~10" "4~5" "3~4万"
"顺义" "裕龙六区" "3室1厅" 118 "南北" "顺义城二手房" "高楼层" 2002 "无学区" "无地铁" "非免税" 205 17230 "100~150" "00~05" "2~3" "1~2万"
"西城" "远见名苑" "3室2厅" 148 "东南" "广安门二手房" "高楼层" 2004 "有学区" "有地铁" "满五年唯一" 750 50553 "100~150" "00~05" "7~8" "5~6万"
"昌平" "龙腾苑二区" "3室1厅" 118 "南北" "回龙观二手房" "高楼层" 2002 "无学区" "有地铁" "满五年唯一" 320 27055 "100~150" "00~05" "3~4" "2~3万"
"朝阳" "SOHO现代城" "2室1厅" 147 "东北" "CBD二手房" "低楼层" 1999 "无学区" "有地铁" "非免税" 480 32654 "100~150" "95~00" "4~5" "3~4万"
"朝阳" "雅成一里" "2室1厅" 72 "东西" "朝青二手房" "高楼层" 2000 "无学区" "有地铁" "满五年唯一" 225 31168 "50~100" "00~05" "2~3" "3~4万"
"丰台" "玉林东里三区" "2室1厅" 58 "南北" "右安门外二手房" "高楼层" 1989 "无学区" "有地铁" "非免税" 190 32630 "50~100" "<1990" "1~2" "3~4万"
"西城" "远见国际公寓" "1室1厅" 70 "南" "广安门二手房" "中楼层" 2008 "有学区" "有地铁" "非免税" 300 42858 "50~100" "05~10" "2~3" "4~5万"
"丰台" "第七街区" "1室1厅" 55 "北" "岳各庄二手房" "低楼层" 2005 "无学区" "无地铁" "非免税" 175 31819 "50~100" "05~10" "1~2" "3~4万"
"朝阳" "华腾园" "2室1厅" 87 "东南" "劲松二手房" "高楼层" 2003 "无学区" "有地铁" "非免税" 390 44828 "50~100" "00~05" "3~4" "4~5万"
"昌平" "东辰小区" "3室2厅" 82 "东西北" "立水桥二手房" "高楼层" 1998 "有学区" "无地铁" "满五年唯一" 215 25920 "50~100" "95~00" "2~3" "2~3万"
"丰台" "太平桥东里" "3室1厅" 78 "东西" "太平桥二手房" "低楼层" 1990 "无学区" "有地铁" "非免税" 298 37948 "50~100" "90~95" "2~3" "3~4万"
"东城" "东方财富" "1室1厅" 44 "东" "广渠门二手房" "中楼层" 2005 "有学区" "无地铁" "非免税" 195 43508 "0~50" "05~10" "1~2" "4~5万"
"朝阳" "和平街十五区1号院" "2室1厅" 64 "东西" "和平里二手房" "低楼层" 1988 "无学区" "有地铁" "非免税" 270 42057 "50~100" "<1990" "2~3" "4~5万"
"朝阳" "绿岛苑西区" "2室1厅" 83 "东南" "定福庄二手房" "低楼层" 2000 "有学区" "无地铁" "非免税" 195 23259 "50~100" "00~05" "1~2" "2~3万"
"东城" "新裕家园" "2室2厅" 103 "南北" "崇文门二手房" "低楼层" 2004 "有学区" "有地铁" "非免税" 640 61628 "100~150" "00~05" "6~7" "6~7万"
"朝阳" "利泽西园" "2室2厅" 72 "南北" "望京二手房" "低楼层" 1998 "无学区" "有地铁" "非免税" 310 43002 "50~100" "95~00" "3~4" "4~5万"
"朝阳" "富华家园" "2室1厅" 98 "南" "高碑店二手房" "中楼层" 2004 "无学区" "无地铁" "非免税" 300 30501 "50~100" "00~05" "2~3" "3~4万"
"朝阳" "朝庭公寓" "2室2厅" 109 "南" "望京二手房" "中楼层" 2008 "无学区" "有地铁" "非免税" 470 42739 "100~150" "05~10" "4~5" "4~5万"
"东城" "东直门内北小街16号" "2室1厅" 90 "西南" "东直门二手房" "高楼层" 2003 "有学区" "有地铁" "非免税" 550 61112 "50~100" "00~05" "5~6" "6~7万"
"海淀" "清景园" "2室1厅" 116 "西" "清河二手房" "低楼层" 2007 "有学区" "无地铁" "非免税" 395 34052 "100~150" "05~10" "3~4" "3~4万"
"朝阳" "炫彩嘉轩" "1室0厅" 50 "西" "望京二手房" "中楼层" 2006 "无学区" "有地铁" "非免税" 230 46000 "0~50" "05~10" "2~3" "4~5万"
"海淀" "月季园" "3室1厅" 84 "北" "马甸二手房" "低楼层" 1997 "无学区" "有地铁" "非免税" 420 50000 "50~100" "95~00" "4~5" "4~5万"
"西城" "中信沁园" "2室2厅" 91 "东南西" "陶然亭二手房" "中楼层" 2012 "有学区" "无地铁" "非免税" 730 80220 "50~100" "10~15" "7~8" "8~9万"
"大兴" "枣园小区" "3室1厅" 81 "南北" "枣园二手房" "低楼层" 1999 "无学区" "有地铁" "非免税" 180 22163 "50~100" "95~00" "1~2" "2~3万"
"朝阳" "富力爱丁堡公馆" "1室2厅" 115 "北" "三里屯二手房" "低楼层" 2006 "有学区" "无地铁" "非免税" 690 59746 "100~150" "05~10" "6~7" "5~6万"
"海淀" "清枫华景园" "1室1厅" 85 "东" "学院路二手房" "高楼层" 2004 "无学区" "无地铁" "非免税" 410 47831 "50~100" "00~05" "4~5" "4~5万"
"海淀" "城华园" "1室1厅" 68 "北" "学院路二手房" "中楼层" 2000 "无学区" "无地铁" "非免税" 270 39561 "50~100" "00~05" "2~3" "3~4万"
"朝阳" "力鸿花园" "1室1厅" 55 "北" "国展二手房" "低楼层" 1997 "无学区" "无地铁" "非免税" 240 43637 "50~100" "95~00" "2~3" "4~5万"
"朝阳" "北京香颂" "2室2厅" 103 "西南" "望京二手房" "高楼层" 2007 "无学区" "有地铁" "非免税" 505 49030 "100~150" "05~10" "5~6" "4~5万"
"朝阳" "南平里" "1室1厅" 41 "南" "首都机场二手房" "低楼层" 1995 "无学区" "无地铁" "非免税" 110 26507 "0~50" "95~00" "1~2" "2~3万"
"丰台" "正阳小区" "2室1厅" 80 "东" "北大地二手房" "中楼层" 2000 "有学区" "有地铁" "非免税" 240 29900 "50~100" "00~05" "2~3" "2~3万"
"海淀" "紫金庄园" "2室1厅" 67 "东南" "苏州桥二手房" "高楼层" 1998 "无学区" "有地铁" "非免税" 320 47762 "50~100" "95~00" "3~4" "4~5万"
"通州" "长桥园公寓" "2室2厅" 149 "南西北" "通州北苑二手房" "高楼层" 2004 "无学区" "有地铁" "非免税" 270 18004 "100~150" "00~05" "2~3" "1~2万"
"海淀" "工商大学" "2室1厅" 91 "南" "甘家口二手房" "低楼层" 1998 "有学区" "有地铁" "非免税" 620 68020 "50~100" "95~00" "6~7" "6~7万"
"东城" "新景家园东区" "1室1厅" 59 "东" "崇文门二手房" "中楼层" 2004 "有学区" "有地铁" "非免税" 335 56086 "50~100" "00~05" "3~4" "5~6万"
"朝阳" "华腾园" "3室2厅" 115 "南西" "劲松二手房" "中楼层" 2000 "无学区" "有地铁" "非免税" 520 45179 "100~150" "00~05" "5~6" "4~5万"
"朝阳" "华亭嘉园" "3室2厅" 202 "东南" "健翔桥二手房" "低楼层" 2000 "无学区" "有地铁" "非免税" 747 36981 ">200" "00~05" "7~8" "3~4万"
"大兴" "椿榕园" "2室1厅" 78 "南北" "大兴其它二手房" "中楼层" 1999 "无学区" "无地铁" "非免税" 92 11795 "50~100" "95~00" "0~1" "1~2万"
"顺义" "北京方糖" "1室1厅" 53 "西" "后沙峪二手房" "高楼层" 2013 "无学区" "无地铁" "非免税" 198 37359 "50~100" "10~15" "1~2" "3~4万"
"燕郊" "东方夏威夷南岸一期" "2室2厅" 88 "南北" "燕郊城区二手房" "中楼层" 2010 "无学区" "无地铁" "非免税" 120 13606 "50~100" "10~15" "1~2" "1~2万"
"昌平" "远洋傲北" "6室4厅" 411 "南北" "北七家二手房" "低楼层" 2012 "无学区" "无地铁" "非免税" 900 21883 ">200" "10~15" "8~9" "2~3万"
"燕郊" "美林君渡" "3室2厅" 131 "东西" "燕郊城区二手房" "中楼层" 2012 "无学区" "无地铁" "非免税" 133 10096 "100~150" "10~15" "1~2" "1~2万"
"海淀" "玉海园五里" "5室2厅" 218 "南北" "玉泉路二手房" "高楼层" 1998 "有学区" "无地铁" "非免税" 610 27905 ">200" "95~00" "6~7" "2~3万"
"燕郊" "潮白星光公馆" "4室1厅" 162 "西北" "燕郊城区二手房" "低楼层" 2010 "无学区" "无地铁" "非免税" 180 11112 "150~200" "10~15" "1~2" "1~2万"
"东城" "金成建国5号" "3室1厅" 177 "东" "建国门内二手房" "中楼层" 2008 "无学区" "无地铁" "非免税" 800 45198 "150~200" "05~10" "7~8" "4~5万"
"朝阳" "山水文园五期" "4室2厅" 221 "南北" "华威桥二手房" "高楼层" 2014 "无学区" "有地铁" "非免税" 1200 54299 ">200" "10~15" ">10" "5~6万"
"顺义" "香悦四季" "3室2厅" 121 "南北" "马坡二手房" "低楼层" 2013 "无学区" "无地铁" "非免税" 280 23141 "100~150" "10~15" "2~3" "2~3万"
"顺义" "鲁能7号院颐景溪园" "3室2厅" 131 "南北" "马坡二手房" "高楼层" 2014 "无学区" "无地铁" "非免税" 270 20611 "100~150" "10~15" "2~3" "2~3万"
"房山" "北潞春家园" "4室2厅" 163 "南北" "良乡二手房" "高楼层" 1999 "无学区" "无地铁" "非免税" 200 12270 "150~200" "95~00" "1~2" "1~2万"
"房山" "天恒乐活城" "4室1厅" 231 "南北" "房山其它二手房" "低楼层" 2010 "无学区" "无地铁" "非免税" 450 19481 ">200" "10~15" "4~5" "1~2万"
"门头沟" "润西山苑" "3室2厅" 187 "南北" "门头沟其它二手房" "低楼层" 2014 "无学区" "无地铁" "非免税" 630 33690 "150~200" "10~15" "6~7" "3~4万"
"顺义" "鲁能7号院颐景溪园" "3室2厅" 185 "南北" "马坡二手房" "中楼层" 2007 "无学区" "无地铁" "非免税" 520 28109 "150~200" "05~10" "5~6" "2~3万"
"大兴" "观音寺北里" "2室1厅" 69 "南北" "观音寺二手房" "高楼层" 1997 "无学区" "无地铁" "非免税" 135 19453 "50~100" "95~00" "1~2" "1~2万"
"朝阳" "北京像素北区" "3室1厅" 69 "东南" "常营二手房" "低楼层" 2011 "无学区" "有地铁" "非免税" 200 28777 "50~100" "10~15" "1~2" "2~3万"
"燕郊" "风尚国际公寓" "3室1厅" 121 "南" "燕郊城区二手房" "中楼层" 2011 "无学区" "无地铁" "非免税" 150 12397 "100~150" "10~15" "1~2" "1~2万"
"燕郊" "中兴和园" "1室0厅" 65 "南" "燕郊城区二手房" "低楼层" 2012 "无学区" "无地铁" "非免税" 80 12269 "50~100" "10~15" "0~1" "1~2万"
"燕郊" "美林湾" "2室1厅" 56 "南" "燕郊城区二手房" "高楼层" 2010 "无学区" "无地铁" "非免税" 95 16965 "50~100" "10~15" "0~1" "1~2万"
"燕郊" "燕京航城" "3室2厅" 114 "南北" "燕郊城区二手房" "低楼层" 2009 "无学区" "无地铁" "非免税" 132 11509 "100~150" "05~10" "1~2" "1~2万"
"东城" "宇飞大厦" "2室1厅" 65 "南" "东直门二手房" "高楼层" 2002 "无学区" "无地铁" "非免税" 350 53847 "50~100" "00~05" "3~4" "5~6万"
"朝阳" "北京像素南区" "3室1厅" 66 "南" "常营二手房" "中楼层" 2012 "无学区" "有地铁" "非免税" 245 37122 "50~100" "10~15" "2~3" "3~4万"
"燕郊" "风尚国际公寓" "2室1厅" 88 "南" "燕郊城区二手房" "中楼层" 2010 "无学区" "无地铁" "非免税" 92 10361 "50~100" "10~15" "0~1" "1~2万"
"燕郊" "福城上上城五期" "2室2厅" 77 "南" "燕郊城区二手房" "低楼层" 2009 "无学区" "无地铁" "非免税" 68 8832 "50~100" "05~10" "0~1" "0~1万"
"燕郊" "福成公寓B" "1室1厅" 72 "南" "燕郊城区二手房" "低楼层" 2010 "无学区" "无地铁" "非免税" 73 10139 "50~100" "10~15" "0~1" "1~2万"
"燕郊" "福城上上城五期" "3室2厅" 127 "南" "燕郊城区二手房" "中楼层" 2009 "无学区" "无地铁" "非免税" 115 8986 "100~150" "05~10" "1~2" "0~1万"
"亦庄" "林肯公园" "1室1厅" 55 "北" "亦庄二手房" "低楼层" 2008 "无学区" "有地铁" "非免税" 130 23509 "50~100" "05~10" "1~2" "2~3万"
"燕郊" "燕京航城" "3室1厅" 93 "南北" "燕郊城区二手房" "高楼层" 2009 "无学区" "无地铁" "非免税" 110 11828 "50~100" "05~10" "1~2" "1~2万"
"丰台" "建欣苑二里" "2室1厅" 77 "东西" "大红门二手房" "高楼层" 2000 "无学区" "有地铁" "满五年唯一" 225 29221 "50~100" "00~05" "2~3" "2~3万"
"丰台" "西罗园三区" "2室1厅" 65 "南北" "西罗园二手房" "低楼层" 1991 "无学区" "无地铁" "满五年唯一" 225 34143 "50~100" "90~95" "2~3" "3~4万"
"大兴" "长丰园一区" "2室1厅" 79 "南北" "科技园区二手房" "低楼层" 2005 "无学区" "无地铁" "满五年唯一" 168 21175 "50~100" "05~10" "1~2" "2~3万"
